Typ;Group;Comment;Update;W'keit;Speed;Faktor;Koffer;Gimmik beim laufen oder Gimmick OffsetX;Gimmick beim warten oder Gimmick OffsetX;OffsetX;OffsetY;Palette;Norden;...;Anz;Osten;...;Anz;Süden;...;Anz;Westen;...;Anz;Rennen: Norden;;Anz;Rennen: Osten;;Anz;Rennen: Süden;;Anz;Rennen: Westen;;Anz;Gimmick;Anz;Winken;Anz;SitzenN;Anz;SitzenS;Anz;Stehen;Stehgimmick;Anz
30;-;Koffer;0;10000;1;2;10;-;-;0;0;DEF_PAL.LBM;KOFFER10;KOFFER10;1;KOFFER10;KOFFER10;1;KOFFER10;KOFFER10;1;KOFFER10;KOFFER10;1;KOFFER10;KOFFER10;1;KOFFER10;KOFFER10;1;KOFFER10;KOFFER10;1;KOFFER10;KOFFER10;1;KOFFER10;1;KOFFER10;1;KOFFER10;1;KOFFER10;1;KOFFER10;KOFFER10;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Koffer;0;10000;1;2;11;-;-;-13;-14;DEF_PAL.LBM;KOFFER11;KOFFER11;1;KOFFER11;KOFFER11;1;KOFFER11;KOFFER11;1;KOFFER11;KOFFER11;1;KOFFER11;KOFFER11;1;KOFFER11;KOFFER11;1;KOFFER11;KOFFER11;1;KOFFER11;KOFFER11;1;KOFFER11;1;KOFFER11;1;KOFFER11;1;KOFFER11;1;KOFFER11;KOFFER11;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Koffer;0;10000;1;2;12;-;-;0;0;DEF_PAL.LBM;KOFFER12;KOFFER12;1;KOFFER12;KOFFER12;1;KOFFER12;KOFFER12;1;KOFFER12;KOFFER12;1;KOFFER12;KOFFER12;1;KOFFER12;KOFFER12;1;KOFFER12;KOFFER12;1;KOFFER12;KOFFER12;1;KOFFER12;1;KOFFER12;1;KOFFER12;1;KOFFER12;1;KOFFER12;KOFFER12;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Koffer;0;10000;1;2;13;-;-;0;0;DEF_PAL.LBM;KOFFER13;KOFFER13;1;KOFFER13;KOFFER13;1;KOFFER13;KOFFER13;1;KOFFER13;KOFFER13;1;KOFFER13;KOFFER13;1;KOFFER13;KOFFER13;1;KOFFER13;KOFFER13;1;KOFFER13;KOFFER13;1;KOFFER13;1;KOFFER13;1;KOFFER13;1;KOFFER13;1;KOFFER13;KOFFER13;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Koffer;0;10000;1;2;14;-;-;-11;-13;DEF_PAL.LBM;KOFFER14;KOFFER14;1;KOFFER14;KOFFER14;1;KOFFER14;KOFFER14;1;KOFFER14;KOFFER14;1;KOFFER14;KOFFER14;1;KOFFER14;KOFFER14;1;KOFFER14;KOFFER14;1;KOFFER14;KOFFER14;1;KOFFER14;1;KOFFER14;1;KOFFER14;1;KOFFER14;1;KOFFER14;KOFFER14;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Doppelkoffer vom Opa;0;10000;1;2;15;-;-;-7;-10;DEF_PAL.LBM;KOFFER15;KOFFER15;1;KOFFER15;KOFFER15;1;KOFFER15;KOFFER15;1;KOFFER15;KOFFER15;1;KOFFER15;KOFFER15;1;KOFFER15;KOFFER15;1;KOFFER15;KOFFER15;1;KOFFER15;KOFFER15;1;KOFFER15;1;KOFFER15;1;KOFFER15;1;KOFFER15;1;KOFFER15;KOFFER15;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Seesack vom Soldaten;0;10000;1;2;16;-;-;-7;-10;DEF_PAL.LBM;KOFFER16;KOFFER16;1;KOFFER16;KOFFER16;1;KOFFER16;KOFFER16;1;KOFFER16;KOFFER16;1;KOFFER16;KOFFER16;1;KOFFER16;KOFFER16;1;KOFFER16;KOFFER16;1;KOFFER16;KOFFER16;1;KOFFER16;1;KOFFER16;1;KOFFER16;1;KOFFER16;1;KOFFER16 KOFFER16 KOFFER16 KOFFER16;SCHW_WN;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Kugel;0;10000;1;2;17;-;-;-7;-14;DEF_PAL.LBM;KOFFER17;KOFFER17;1;KOFFER17;KOFFER17;1;KOFFER17;KOFFER17;1;KOFFER17;KOFFER17;1;KOFFER17;KOFFER17;1;KOFFER17;KOFFER17;1;KOFFER17;KOFFER17;1;KOFFER17;KOFFER17;1;KOFFER17;1;KOFFER17;1;KOFFER17;1;KOFFER17;1;KOFFER17 KOFFER17 KOFFER17 KOFFER17;KOFFER17;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Koffer vom Fan;0;10000;1;2;18;-;-;-7;-9;DEF_PAL.LBM;KOFFER18;KOFFER18;1;KOFFER18;KOFFER18;1;KOFFER18;KOFFER18;1;KOFFER18;KOFFER18;1;KOFFER18;KOFFER18;1;KOFFER18;KOFFER18;1;KOFFER18;KOFFER18;1;KOFFER18;KOFFER18;1;KOFFER18;1;KOFFER18;1;KOFFER18;1;KOFFER18;1;KOFFER18 KOFFER18 KOFFER18 KOFFER18;KOFFER18;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Rad vom Radfahrer;0;10000;1;2;19;-;-;-7;-12;DEF_PAL.LBM;KOFFER19;KOFFER19;1;KOFFER19;KOFFER19;1;KOFFER19;KOFFER19;1;KOFFER19;KOFFER19;1;KOFFER19;KOFFER19;1;KOFFER19;KOFFER19;1;KOFFER19;KOFFER19;1;KOFFER19;KOFFER19;1;KOFFER19;1;KOFFER19;1;KOFFER19;1;KOFFER19;1;KOFFER19 KOFFER19 KOFFER19 KOFFER19;KOFFER19;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Rad vom Cowboy;0;10000;1;2;20;-;-;-7;-12;DEF_PAL.LBM;KOFFER20;KOFFER20;1;KOFFER20;KOFFER20;1;KOFFER20;KOFFER20;1;KOFFER20;KOFFER20;1;KOFFER20;KOFFER20;1;KOFFER20;KOFFER20;1;KOFFER20;KOFFER20;1;KOFFER20;KOFFER20;1;KOFFER20;1;KOFFER20;1;KOFFER20;1;KOFFER20;1;KOFFER20;KOFFER20;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Tasche der Turnerin;0;10000;1;2;21;-;-;-7;-12;DEF_PAL.LBM;KOFFER21;KOFFER21;1;KOFFER21;KOFFER21;1;KOFFER21;KOFFER21;1;KOFFER21;KOFFER21;1;KOFFER21;KOFFER21;1;KOFFER21;KOFFER21;1;KOFFER21;KOFFER21;1;KOFFER21;KOFFER21;1;KOFFER21;1;KOFFER21;1;KOFFER21;1;KOFFER21;1;KOFFER21;KOFFER21;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Koffer von B7;0;10000;1;2;22;-;-;-7;-10;DEF_PAL.LBM;KOFFER22;KOFFER22;1;KOFFER22;KOFFER22;1;KOFFER22;KOFFER22;1;KOFFER22;KOFFER22;1;KOFFER22;KOFFER22;1;KOFFER22;KOFFER22;1;KOFFER22;KOFFER22;1;KOFFER22;KOFFER22;1;KOFFER22;1;KOFFER22;1;KOFFER22;1;KOFFER22;1;KOFFER22 KOFFER22 KOFFER22 KOFFER22;KOFFER22;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Koffer von B8;0;10000;1;2;23;-;-;-7;-14;KOF23_PAL.LBM;KOFFER23;KOFFER23;1;KOFFER23;KOFFER23;1;KOFFER23;KOFFER23;1;KOFFER23;KOFFER23;1;KOFFER23;KOFFER23;1;KOFFER23;KOFFER23;1;KOFFER23;KOFFER23;1;KOFFER23;KOFFER23;1;KOFFER23;1;KOFFER23;1;KOFFER23;1;KOFFER23;1;KOFFER23 KOFFER23 KOFFER23 KOFFER23;KOFFER23;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Koffer vom Roboter;0;10000;1;2;24;-;-;-7;-9;DEF_PAL.LBM;KOFFER24;KOFFER24;1;KOFFER24;KOFFER24;1;KOFFER24;KOFFER24;1;KOFFER24;KOFFER24;1;KOFFER24;KOFFER24;1;KOFFER24;KOFFER24;1;KOFFER24;KOFFER24;1;KOFFER24;KOFFER24;1;KOFFER24;1;KOFFER24;1;KOFFER24;1;KOFFER24;1;KOFFER24 KOFFER24 KOFFER24 KOFFER24;KOFFER24;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Eimer vom Maler;0;10000;1;2;25;-;-;-7;-12;DEF_PAL.LBM;KOFFER25;KOFFER25;1;KOFFER25;KOFFER25;1;KOFFER25;KOFFER25;1;KOFFER25;KOFFER25;1;KOFFER25;KOFFER25;1;KOFFER25;KOFFER25;1;KOFFER25;KOFFER25;1;KOFFER25;KOFFER25;1;KOFFER25;1;KOFFER25;1;KOFFER25;1;KOFFER25;1;KOFFER25 KOFFER25 KOFFER25 KOFFER25;KOFFER25;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
40;10;Klebstoff;0;10000;1;2;0;-;-;14;4;DEF_PAL.LBM;KLEBER;KLEBER;1;KLEBER;KLEBER;1;KLEBER;KLEBER;1;KLEBER;KLEBER;1;KLEBER;KLEBER;1;KLEBER;KLEBER;1;KLEBER;KLEBER;1;KLEBER;KLEBER;1;KLEBER;1;KLEBER;1;KLEBER;1;KLEBER;1;KLEBER KLEBER KLEBER KLEBER;KLEBER;1
-;-;-;-;-;-;-;-;-;-;0;10000;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;10000;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
40;20;Stinkbombe;0;10000;1;2;0;-;-;0;0;DEF_PAL.LBM;STINK;STINK;1;STINK;STINK;1;STINK;STINK;1;STINK;STINK;1;STINK;STINK;1;STINK;STINK;1;STINK;STINK;1;STINK;STINK;1;STINK;1;STINK;1;STINK;1;STINK;1;STINK STINK STINK STINK;STINK;1
-;-;-;-;-;-;-;-;-;-;0;10000;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;10000;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
